GalNAcol,HexNAc,Hex,Fuc,Neu5Ac,Neu5Gc,SO3-,mass
1,1,1,0,1,1,0,1531.7723
1,1,1,0,1,1,1,1619.7723
1,1,1,0,1,2,0,1922.9565
1,1,1,0,2,0,0,1501.7618
1,1,1,0,2,0,1,1589.7618
1,1,1,0,2,1,0,1892.946
1,1,1,1,0,0,0,953.5036
1,1,1,1,0,0,1,1041.5036
1,1,1,1,0,0,2,1129.5036
1,1,1,1,0,1,0,1344.6878
1,1,1,1,0,1,1,1432.6878
1,1,1,1,0,2,0,1735.872
1,1,1,1,1,0,0,1314.6773
1,1,1,1,1,0,1,1402.6773
1,1,1,1,1,1,0,1705.8615
1,1,1,1,2,0,0,1675.851
1,1,1,2,0,0,0,1127.5928
1,1,1,2,0,0,1,1215.5928
1,1,1,2,0,1,0,1518.777
1,1,1,2,1,0,0,1488.7665
1,1,1,3,0,0,0,1301.682
1,1,2,0,0,0,0,983.5142
1,1,2,0,0,0,1,1071.5142
1,1,2,0,0,0,2,1159.5142
1,1,2,0,0,1,0,1374.6984
1,1,2,0,0,1,1,1462.6984
1,1,2,0,0,1,2,1550.6984
1,1,2,0,0,2,0,1765.8826
1,1,2,0,0,2,1,1853.8826
1,1,2,0,0,2,2,1941.8826
1,1,2,0,1,0,0,1344.6879
1,1,2,0,1,0,1,1432.6879
1,1,2,0,1,0,2,1520.6879
1,1,2,0,1,1,0,1735.8721
1,1,2,0,1,1,1,1823.8721
1,1,2,0,1,1,2,1911.8721
1,1,2,0,1,2,0,2127.0563
1,1,2,0,1,2,1,2215.0563
1,1,2,0,2,0,0,1705.8616
1,1,2,0,2,0,1,1793.8616
1,1,2,0,2,0,2,1881.8616
1,1,2,0,2,1,0,2097.0458
1,1,2,0,2,1,1,2185.0458
1,1,2,0,2,2,0,2488.23
1,1,2,1,0,0,0,1157.6034
1,1,2,1,0,0,1,1245.6034
1,1,2,1,0,0,2,1333.6034
1,1,2,1,0,1,0,1548.7876
1,1,2,1,0,1,1,1636.7876
1,1,2,1,0,1,2,1724.7876
1,1,2,1,0,2,0,1939.9718
1,1,2,1,0,2,1,2027.9718
1,1,2,1,1,0,0,1518.7771
1,1,2,1,1,0,1,1606.7771
1,1,2,1,1,0,2,1694.7771
1,1,2,1,1,1,0,1909.9613
1,1,2,1,1,1,1,1997.9613
1,1,2,1,1,2,0,2301.1455
1,1,2,1,2,0,0,1879.9508
1,1,2,1,2,0,1,1967.9508
1,1,2,1,2,1,0,2271.135
1,1,2,2,0,0,0,1331.6926
1,1,2,2,0,0,1,1419.6926
1,1,2,2,0,0,2,1507.6926
1,1,2,2,0,1,0,1722.8768
1,1,2,2,0,1,1,1810.8768
1,1,2,2,0,2,0,2114.061
1,1,2,2,1,0,0,1692.8663
1,1,2,2,1,0,1,1780.8663
1,1,2,2,1,1,0,2084.0505
1,1,2,2,2,0,0,2054.04
1,1,2,3,0,0,0,1505.7818
1,1,2,3,0,0,1,1593.7818
1,1,2,3,0,1,0,1896.966
1,1,2,3,1,0,0,1866.9555
1,1,2,4,0,0,0,1679.871
1,1,3,0,0,0,0,1187.614
1,1,3,0,0,0,1,1275.614
1,1,3,0,0,0,2,1363.614
1,1,3,0,0,1,0,1578.7982
1,1,3,0,0,1,1,1666.7982
1,1,3,0,0,1,2,1754.7982
1,1,3,0,0,2,0,1969.9824
1,1,3,0,0,2,1,2057.9824
1,1,3,0,0,2,2,2145.9824
1,1,3,0,1,0,0,1548.7877
1,1,3,0,1,0,1,1636.7877
1,1,3,0,1,0,2,1724.7877
1,1,3,0,1,1,0,1939.9719
1,1,3,0,1,1,1,2027.9719
1,1,3,0,1,1,2,2115.9719
1,1,3,0,1,2,0,2331.1561
1,1,3,0,1,2,1,2419.1561
1,1,3,0,1,2,2,2507.1561
1,1,3,0,2,0,0,1909.9614
1,1,3,0,2,0,1,1997.9614
1,1,3,0,2,0,2,2085.9614
1,1,3,0,2,1,0,2301.1456
1,1,3,0,2,1,1,2389.1456
1,1,3,0,2,1,2,2477.1456
1,1,3,0,2,2,0,2692.3298
1,1,3,0,2,2,1,2780.3298
1,1,3,1,0,0,0,1361.7032
1,1,3,1,0,0,1,1449.7032
1,1,3,1,0,0,2,1537.7032
1,1,3,1,0,1,0,1752.8874
1,1,3,1,0,1,1,1840.8874
1,1,3,1,0,1,2,1928.8874
1,1,3,1,0,2,0,2144.0716
1,1,3,1,0,2,1,2232.0716
1,1,3,1,0,2,2,2320.0716
1,1,3,1,1,0,0,1722.8769
1,1,3,1,1,0,1,1810.8769
1,1,3,1,1,0,2,1898.8769
1,1,3,1,1,1,0,2114.0611
1,1,3,1,1,1,1,2202.0611
1,1,3,1,1,1,2,2290.0611
1,1,3,1,1,2,0,2505.2453
1,1,3,1,1,2,1,2593.2453
1,1,3,1,2,0,0,2084.0506
1,1,3,1,2,0,1,2172.0506
1,1,3,1,2,0,2,2260.0506
1,1,3,1,2,1,0,2475.2348
1,1,3,1,2,1,1,2563.2348
1,1,3,1,2,2,0,2866.419
1,1,3,2,0,0,0,1535.7924
1,1,3,2,0,0,1,1623.7924
1,1,3,2,0,0,2,1711.7924
1,1,3,2,0,1,0,1926.9766
1,1,3,2,0,1,1,2014.9766
1,1,3,2,0,1,2,2102.9766
1,1,3,2,0,2,0,2318.1608
1,1,3,2,0,2,1,2406.1608
1,1,3,2,1,0,0,1896.9661
1,1,3,2,1,0,1,1984.9661
1,1,3,2,1,0,2,2072.9661
1,1,3,2,1,1,0,2288.1503
1,1,3,2,1,1,1,2376.1503
1,1,3,2,1,2,0,2679.3345
1,1,3,2,2,0,0,2258.1398
1,1,3,2,2,0,1,2346.1398
1,1,3,2,2,1,0,2649.324
1,1,3,3,0,0,0,1709.8816
1,1,3,3,0,0,1,1797.8816
1,1,3,3,0,0,2,1885.8816
1,1,3,3,0,1,0,2101.0658
1,1,3,3,0,1,1,2189.0658
1,1,3,3,0,2,0,2492.25
1,1,3,3,1,0,0,2071.0553
1,1,3,3,1,0,1,2159.0553
1,1,3,3,1,1,0,2462.2395
1,1,3,3,2,0,0,2432.229
1,1,3,4,0,0,0,1883.9708
1,1,3,4,0,0,1,1971.9708
1,1,3,4,0,1,0,2275.155
1,1,3,4,1,0,0,2245.1445
1,1,3,5,0,0,0,2058.06
1,1,4,0,0,0,0,1391.7138
1,1,4,0,0,0,1,1479.7138
1,1,4,0,0,0,2,1567.7138
1,1,4,0,0,1,0,1782.898
1,1,4,0,0,1,1,1870.898
1,1,4,0,0,1,2,1958.898
1,1,4,0,0,2,0,2174.0822
1,1,4,0,0,2,1,2262.0822
1,1,4,0,0,2,2,2350.0822
1,1,4,0,1,0,0,1752.8875
1,1,4,0,1,0,1,1840.8875
1,1,4,0,1,0,2,1928.8875
1,1,4,0,1,1,0,2144.0717
1,1,4,0,1,1,1,2232.0717
1,1,4,0,1,1,2,2320.0717
1,1,4,0,1,2,0,2535.2559
1,1,4,0,1,2,1,2623.2559
1,1,4,0,1,2,2,2711.2559
1,1,4,0,2,0,0,2114.0612
1,1,4,0,2,0,1,2202.0612
1,1,4,0,2,0,2,2290.0612
1,1,4,0,2,1,0,2505.2454
1,1,4,0,2,1,1,2593.2454
1,1,4,0,2,1,2,2681.2454
1,1,4,0,2,2,0,2896.4296
1,1,4,0,2,2,1,2984.4296
1,1,4,0,2,2,2,3072.4296
1,1,4,1,0,0,0,1565.803
1,1,4,1,0,0,1,1653.803
1,1,4,1,0,0,2,1741.803
1,1,4,1,0,1,0,1956.9872
1,1,4,1,0,1,1,2044.9872
1,1,4,1,0,1,2,2132.9872
1,1,4,1,0,2,0,2348.1714
1,1,4,1,0,2,1,2436.1714
1,1,4,1,0,2,2,2524.1714
1,1,4,1,1,0,0,1926.9767
1,1,4,1,1,0,1,2014.9767
1,1,4,1,1,0,2,2102.9767
1,1,4,1,1,1,0,2318.1609
1,1,4,1,1,1,1,2406.1609
1,1,4,1,1,1,2,2494.1609
1,1,4,1,1,2,0,2709.3451
1,1,4,1,1,2,1,2797.3451
1,1,4,1,1,2,2,2885.3451
1,1,4,1,2,0,0,2288.1504
1,1,4,1,2,0,1,2376.1504
1,1,4,1,2,0,2,2464.1504
1,1,4,1,2,1,0,2679.3346
1,1,4,1,2,1,1,2767.3346
1,1,4,1,2,1,2,2855.3346
1,1,4,1,2,2,0,3070.5188
1,1,4,1,2,2,1,3158.5188
1,1,4,2,0,0,0,1739.8922
1,1,4,2,0,0,1,1827.8922
1,1,4,2,0,0,2,1915.8922
1,1,4,2,0,1,0,2131.0764
1,1,4,2,0,1,1,2219.0764
1,1,4,2,0,1,2,2307.0764
1,1,4,2,0,2,0,2522.2606
1,1,4,2,0,2,1,2610.2606
1,1,4,2,0,2,2,2698.2606
1,1,4,2,1,0,0,2101.0659
1,1,4,2,1,0,1,2189.0659
1,1,4,2,1,0,2,2277.0659
1,1,4,2,1,1,0,2492.2501
1,1,4,2,1,1,1,2580.2501
1,1,4,2,1,1,2,2668.2501
1,1,4,2,1,2,0,2883.4343
1,1,4,2,1,2,1,2971.4343
1,1,4,2,2,0,0,2462.2396
1,1,4,2,2,0,1,2550.2396
1,1,4,2,2,0,2,2638.2396
1,1,4,2,2,1,0,2853.4238
1,1,4,2,2,1,1,2941.4238
1,1,4,2,2,2,0,3244.608
1,1,4,3,0,0,0,1913.9814
1,1,4,3,0,0,1,2001.9814
1,1,4,3,0,0,2,2089.9814
1,1,4,3,0,1,0,2305.1656
1,1,4,3,0,1,1,2393.1656
1,1,4,3,0,1,2,2481.1656
1,1,4,3,0,2,0,2696.3498
1,1,4,3,0,2,1,2784.3498
1,1,4,3,1,0,0,2275.1551
1,1,4,3,1,0,1,2363.1551
1,1,4,3,1,0,2,2451.1551
1,1,4,3,1,1,0,2666.3393
1,1,4,3,1,1,1,2754.3393
1,1,4,3,1,2,0,3057.5235
1,1,4,3,2,0,0,2636.3288
1,1,4,3,2,0,1,2724.3288
1,1,4,3,2,1,0,3027.513
1,1,4,4,0,0,0,2088.0706
1,1,4,4,0,0,1,2176.0706
1,1,4,4,0,0,2,2264.0706
1,1,4,4,0,1,0,2479.2548
1,1,4,4,0,1,1,2567.2548
1,1,4,4,0,2,0,2870.439
1,1,4,4,1,0,0,2449.2443
1,1,4,4,1,0,1,2537.2443
1,1,4,4,1,1,0,2840.4285
1,1,4,4,2,0,0,2810.418
1,1,4,5,0,0,0,2262.1598
1,1,4,5,0,0,1,2350.1598
1,1,4,5,0,1,0,2653.344
1,1,4,5,1,0,0,2623.3335
1,1,4,6,0,0,0,2436.249
1,2,0,0,0,0,0,820.4409
1,2,0,0,0,0,1,908.4409
1,2,0,0,0,0,2,996.4409
1,2,0,0,0,1,0,1211.6251
1,2,0,0,0,1,1,1299.6251
1,2,0,0,0,1,2,1387.6251
1,2,0,0,0,2,0,1602.8093
1,2,0,0,0,2,1,1690.8093
1,2,0,0,1,0,0,1181.6146
1,2,0,0,1,0,1,1269.6146
1,2,0,0,1,0,2,1357.6146
1,2,0,0,1,1,0,1572.7988
1,2,0,0,1,1,1,1660.7988
1,2,0,0,1,2,0,1963.983
1,2,0,0,2,0,0,1542.7883
1,2,0,0,2,0,1,1630.7883
1,2,0,0,2,1,0,1933.9725
1,2,0,1,0,0,0,994.5301
1,2,0,1,0,0,1,1082.5301
1,2,0,1,0,0,2,1170.5301
1,2,0,1,0,1,0,1385.7143
1,2,0,1,0,1,1,1473.7143
1,2,0,1,0,2,0,1776.8985
1,2,0,1,1,0,0,1355.7038
1,2,0,1,1,0,1,1443.7038
1,2,0,1,1,1,0,1746.888
1,2,0,1,2,0,0,1716.8775
1,2,0,2,0,0,0,1168.6193
1,2,0,2,0,0,1,1256.6193
1,2,0,2,0,1,0,1559.8035
1,2,0,2,1,0,0,1529.793
1,2,0,3,0,0,0,1342.7085
1,2,1,0,0,0,0,1024.5407
1,2,1,0,0,0,1,1112.5407
1,2,1,0,0,0,2,1200.5407
1,2,1,0,0,1,0,1415.7249
1,2,1,0,0,1,1,1503.7249
1,2,1,0,0,1,2,1591.7249
1,2,1,0,0,2,0,1806.9091
1,2,1,0,0,2,1,1894.9091
1,2,1,0,0,2,2,1982.9091
1,2,1,0,1,0,0,1385.7144
1,2,1,0,1,0,1,1473.7144
1,2,1,0,1,0,2,1561.7144
1,2,1,0,1,1,0,1776.8986
1,2,1,0,1,1,1,1864.8986
1,2,1,0,1,1,2,1952.8986
1,2,1,0,1,2,0,2168.0828
1,2,1,0,1,2,1,2256.0828
1,2,1,0,2,0,0,1746.8881
1,2,1,0,2,0,1,1834.8881
1,2,1,0,2,0,2,1922.8881
1,2,1,0,2,1,0,2138.0723
1,2,1,0,2,1,1,2226.0723
1,2,1,0,2,2,0,2529.2565
1,2,1,1,0,0,0,1198.6299
1,2,1,1,0,0,1,1286.6299
1,2,1,1,0,0,2,1374.6299
1,2,1,1,0,1,0,1589.8141
1,2,1,1,0,1,1,1677.8141
1,2,1,1,0,1,2,1765.8141
1,2,1,1,0,2,0,1980.9983
1,2,1,1,0,2,1,2068.9983
1,2,1,1,1,0,0,1559.8036
1,2,1,1,1,0,1,1647.8036
1,2,1,1,1,0,2,1735.8036
1,2,1,1,1,1,0,1950.9878
1,2,1,1,1,1,1,2038.9878
1,2,1,1,1,2,0,2342.172
1,2,1,1,2,0,0,1920.9773
1,2,1,1,2,0,1,2008.9773
1,2,1,1,2,1,0,2312.1615
1,2,1,2,0,0,0,1372.7191
1,2,1,2,0,0,1,1460.7191
1,2,1,2,0,0,2,1548.7191
1,2,1,2,0,1,0,1763.9033
1,2,1,2,0,1,1,1851.9033
1,2,1,2,0,2,0,2155.0875
1,2,1,2,1,0,0,1733.8928
1,2,1,2,1,0,1,1821.8928
1,2,1,2,1,1,0,2125.077
1,2,1,2,2,0,0,2095.0665
1,2,1,3,0,0,0,1546.8083
1,2,1,3,0,0,1,1634.8083
1,2,1,3,0,1,0,1937.9925
1,2,1,3,1,0,0,1907.982
1,2,1,4,0,0,0,1720.8975
1,2,2,0,0,0,0,1228.6405
1,2,2,0,0,0,1,1316.6405
1,2,2,0,0,0,2,1404.6405
1,2,2,0,0,1,0,1619.8247
1,2,2,0,0,1,1,1707.8247
1,2,2,0,0,1,2,1795.8247
1,2,2,0,0,2,0,2011.0089
1,2,2,0,0,2,1,2099.0089
1,2,2,0,0,2,2,2187.0089
1,2,2,0,1,0,0,1589.8142
1,2,2,0,1,0,1,1677.8142
1,2,2,0,1,0,2,1765.8142
1,2,2,0,1,1,0,1980.9984
1,2,2,0,1,1,1,2068.9984
1,2,2,0,1,1,2,2156.9984
1,2,2,0,1,2,0,2372.1826
1,2,2,0,1,2,1,2460.1826
1,2,2,0,1,2,2,2548.1826
1,2,2,0,2,0,0,1950.9879
1,2,2,0,2,0,1,2038.9879
1,2,2,0,2,0,2,2126.9879
1,2,2,0,2,1,0,2342.1721
1,2,2,0,2,1,1,2430.1721
1,2,2,0,2,1,2,2518.1721
1,2,2,0,2,2,0,2733.3563
1,2,2,0,2,2,1,2821.3563
1,2,2,1,0,0,0,1402.7297
1,2,2,1,0,0,1,1490.7297
1,2,2,1,0,0,2,1578.7297
1,2,2,1,0,1,0,1793.9139
1,2,2,1,0,1,1,1881.9139
1,2,2,1,0,1,2,1969.9139
1,2,2,1,0,2,0,2185.0981
1,2,2,1,0,2,1,2273.0981
1,2,2,1,0,2,2,2361.0981
1,2,2,1,1,0,0,1763.9034
1,2,2,1,1,0,1,1851.9034
1,2,2,1,1,0,2,1939.9034
1,2,2,1,1,1,0,2155.0876
1,2,2,1,1,1,1,2243.0876
1,2,2,1,1,1,2,2331.0876
1,2,2,1,1,2,0,2546.2718
1,2,2,1,1,2,1,2634.2718
1,2,2,1,2,0,0,2125.0771
1,2,2,1,2,0,1,2213.0771
1,2,2,1,2,0,2,2301.0771
1,2,2,1,2,1,0,2516.2613
1,2,2,1,2,1,1,2604.2613
1,2,2,1,2,2,0,2907.4455
1,2,2,2,0,0,0,1576.8189
1,2,2,2,0,0,1,1664.8189
1,2,2,2,0,0,2,1752.8189
1,2,2,2,0,1,0,1968.0031
1,2,2,2,0,1,1,2056.0031
1,2,2,2,0,1,2,2144.0031
1,2,2,2,0,2,0,2359.1873
1,2,2,2,0,2,1,2447.1873
1,2,2,2,1,0,0,1937.9926
1,2,2,2,1,0,1,2025.9926
1,2,2,2,1,0,2,2113.9926
1,2,2,2,1,1,0,2329.1768
1,2,2,2,1,1,1,2417.1768
1,2,2,2,1,2,0,2720.361
1,2,2,2,2,0,0,2299.1663
1,2,2,2,2,0,1,2387.1663
1,2,2,2,2,1,0,2690.3505
1,2,2,3,0,0,0,1750.9081
1,2,2,3,0,0,1,1838.9081
1,2,2,3,0,0,2,1926.9081
1,2,2,3,0,1,0,2142.0923
1,2,2,3,0,1,1,2230.0923
1,2,2,3,0,2,0,2533.2765
1,2,2,3,1,0,0,2112.0818
1,2,2,3,1,0,1,2200.0818
1,2,2,3,1,1,0,2503.266
1,2,2,3,2,0,0,2473.2555
1,2,2,4,0,0,0,1924.9973
1,2,2,4,0,0,1,2012.9973
1,2,2,4,0,1,0,2316.1815
1,2,2,4,1,0,0,2286.171
1,2,2,5,0,0,0,2099.0865
1,2,3,0,0,0,0,1432.7403
1,2,3,0,0,0,1,1520.7403
1,2,3,0,0,0,2,1608.7403
1,2,3,0,0,1,0,1823.9245
1,2,3,0,0,1,1,1911.9245
1,2,3,0,0,1,2,1999.9245
1,2,3,0,0,2,0,2215.1087
1,2,3,0,0,2,1,2303.1087
1,2,3,0,0,2,2,2391.1087
1,2,3,0,1,0,0,1793.914
1,2,3,0,1,0,1,1881.914
1,2,3,0,1,0,2,1969.914
1,2,3,0,1,1,0,2185.0982
1,2,3,0,1,1,1,2273.0982
1,2,3,0,1,1,2,2361.0982
1,2,3,0,1,2,0,2576.2824
1,2,3,0,1,2,1,2664.2824
1,2,3,0,1,2,2,2752.2824
1,2,3,0,2,0,0,2155.0877
1,2,3,0,2,0,1,2243.0877
1,2,3,0,2,0,2,2331.0877
1,2,3,0,2,1,0,2546.2719
1,2,3,0,2,1,1,2634.2719
1,2,3,0,2,1,2,2722.2719
1,2,3,0,2,2,0,2937.4561
1,2,3,0,2,2,1,3025.4561
1,2,3,0,2,2,2,3113.4561
1,2,3,1,0,0,0,1606.8295
1,2,3,1,0,0,1,1694.8295
1,2,3,1,0,0,2,1782.8295
1,2,3,1,0,1,0,1998.0137
1,2,3,1,0,1,1,2086.0137
1,2,3,1,0,1,2,2174.0137
1,2,3,1,0,2,0,2389.1979
1,2,3,1,0,2,1,2477.1979
1,2,3,1,0,2,2,2565.1979
1,2,3,1,1,0,0,1968.0032
1,2,3,1,1,0,1,2056.0032
1,2,3,1,1,0,2,2144.0032
1,2,3,1,1,1,0,2359.1874
1,2,3,1,1,1,1,2447.1874
1,2,3,1,1,1,2,2535.1874
1,2,3,1,1,2,0,2750.3716
1,2,3,1,1,2,1,2838.3716
1,2,3,1,1,2,2,2926.3716
1,2,3,1,2,0,0,2329.1769
1,2,3,1,2,0,1,2417.1769
1,2,3,1,2,0,2,2505.1769
1,2,3,1,2,1,0,2720.3611
1,2,3,1,2,1,1,2808.3611
1,2,3,1,2,1,2,2896.3611
1,2,3,1,2,2,0,3111.5453
1,2,3,1,2,2,1,3199.5453
1,2,3,2,0,0,0,1780.9187
1,2,3,2,0,0,1,1868.9187
1,2,3,2,0,0,2,1956.9187
1,2,3,2,0,1,0,2172.1029
1,2,3,2,0,1,1,2260.1029
1,2,3,2,0,1,2,2348.1029
1,2,3,2,0,2,0,2563.2871
1,2,3,2,0,2,1,2651.2871
1,2,3,2,0,2,2,2739.2871
1,2,3,2,1,0,0,2142.0924
1,2,3,2,1,0,1,2230.0924
1,2,3,2,1,0,2,2318.0924
1,2,3,2,1,1,0,2533.2766
1,2,3,2,1,1,1,2621.2766
1,2,3,2,1,1,2,2709.2766
1,2,3,2,1,2,0,2924.4608
1,2,3,2,1,2,1,3012.4608
1,2,3,2,2,0,0,2503.2661
1,2,3,2,2,0,1,2591.2661
1,2,3,2,2,0,2,2679.2661
1,2,3,2,2,1,0,2894.4503
1,2,3,2,2,1,1,2982.4503
1,2,3,2,2,2,0,3285.6345
1,2,3,3,0,0,0,1955.0079
1,2,3,3,0,0,1,2043.0079
1,2,3,3,0,0,2,2131.0079
1,2,3,3,0,1,0,2346.1921
1,2,3,3,0,1,1,2434.1921
1,2,3,3,0,1,2,2522.1921
1,2,3,3,0,2,0,2737.3763
1,2,3,3,0,2,1,2825.3763
1,2,3,3,1,0,0,2316.1816
1,2,3,3,1,0,1,2404.1816
1,2,3,3,1,0,2,2492.1816
1,2,3,3,1,1,0,2707.3658
1,2,3,3,1,1,1,2795.3658
1,2,3,3,1,2,0,3098.55
1,2,3,3,2,0,0,2677.3553
1,2,3,3,2,0,1,2765.3553
1,2,3,3,2,1,0,3068.5395
1,2,3,4,0,0,0,2129.0971
1,2,3,4,0,0,1,2217.0971
1,2,3,4,0,0,2,2305.0971
1,2,3,4,0,1,0,2520.2813
1,2,3,4,0,1,1,2608.2813
1,2,3,4,0,2,0,2911.4655
1,2,3,4,1,0,0,2490.2708
1,2,3,4,1,0,1,2578.2708
1,2,3,4,1,1,0,2881.455
1,2,3,4,2,0,0,2851.4445
1,2,3,5,0,0,0,2303.1863
1,2,3,5,0,0,1,2391.1863
1,2,3,5,0,1,0,2694.3705
1,2,3,5,1,0,0,2664.36
1,2,3,6,0,0,0,2477.2755
1,2,4,0,0,0,0,1636.8401
1,2,4,0,0,0,1,1724.8401
1,2,4,0,0,0,2,1812.8401
1,2,4,0,0,1,0,2028.0243
1,2,4,0,0,1,1,2116.0243
1,2,4,0,0,1,2,2204.0243
1,2,4,0,0,2,0,2419.2085
1,2,4,0,0,2,1,2507.2085
1,2,4,0,0,2,2,2595.2085
1,2,4,0,1,0,0,1998.0138
1,2,4,0,1,0,1,2086.0138
1,2,4,0,1,0,2,2174.0138
1,2,4,0,1,1,0,2389.198
1,2,4,0,1,1,1,2477.198
1,2,4,0,1,1,2,2565.198
1,2,4,0,1,2,0,2780.3822
1,2,4,0,1,2,1,2868.3822
1,2,4,0,1,2,2,2956.3822
1,2,4,0,2,0,0,2359.1875
1,2,4,0,2,0,1,2447.1875
1,2,4,0,2,0,2,2535.1875
1,2,4,0,2,1,0,2750.3717
1,2,4,0,2,1,1,2838.3717
